98,limit A to B,AをBに制限する AをB内にとどめる
99,wake (～) up,～を起こす 目がさめる
100,cure A of B,AのB（病気・悪癖など）をなおす
101,lead to ～,～を引き起こす
102,go wrong (with ～),（～が）うまくいかない
103,that is (to say),つまり 言い換えれば ...ならの話だが
103.1,S wish ...,...であれば〔あったら〕よいのに
103.2,X times as ～ as ...,...のX倍～
103.3,"the比較級 ～, the比較級...",～すればするほどますます...
103.4,be supposed to do,...することになっている ...するものと考えられている
104,make the best of ～,～（不利な条件）を最大限に活かす
105,try on ～,～を試着する
106,blow up (～),（怒りなど）感情をぶつける 爆発する ～を爆破する
107,call off ～,～を中止する ～（計画など）を取りやめる
108,on the air,（テレビ・ラジオで）放送されて
109,on and on,どんどん 引き続き
110,(at) first hand,じかに 直接
111,drive at ～,～を意図する ～を言おうとする
112,run for ～,～に立候補する
112.1,only to do,（その結果〔結局〕）...するだけだ
112.2,intended to have＋過去分詞,...するつもりだったのに
112.3,to be honest (with you),正直に言えば 正直なところ
112.4,over ～,～をめぐって ～を食べ〔飲み〕ながら
112.5,on earth,（疑問詞を強調して）一体全体
112.6,neither A nor B,AもBも...ない
112.7,lest S (should) ...,...しないように
113,be accustomed to ～ 〔...ing〕,～に〔...することに〕慣れている
114,be grateful (to A) for B,Bについて（Aに）感謝している
115,contribute to ～,～の一因となる ～に貢献する ～に寄付する
116,more often than not,たいてい しばしば
117,fall victim to ～,～の犠牲になる ～のえじきになる
118,come down with ～,～（風邪など）にかかる
119,be likely to do,...しそうである
120,in the company of ～,～と一緒に
121,A is exposed to B,AがBにさらされている
122,be concerned about 〔for〕 ～,～について懸念している
123,go out,外出する 消える
124,go for a walk,散歩に出かける
124.1,generally speaking,一般的に言って
124.2,no less than ～,～も
124.3,what is worse,さらに悪いことには
124.4,may want to do,～するとよいでしょう
124.5,weather permitting,天気が許せば〔よければ〕
125,because of ～,～のために
126,part with ～,～を手放す ～を売り〔譲り〕渡す
127,for good 〔ever〕,永久に これっきり
128,～ and so on 〔forth〕,～など
129,view A as B,AをBとみなす〔考える〕
130,relieve A of B,AからB（苦痛・困難など）を取り除く
131,let go of ～,～を手放す ～をあきらめる ～を考えないようにする
132,hold back ～,～（感情など）を抑える ～を隠す
133,bring ～ to light,～を明るみに出す
134,except for ～,～を除けば
135,carry on (～),～し続ける 継続する
136,hold on to ～,～を手離さないでいる がんばる
137,from time to time,時々
138,mistake A for B,AをBと間違える
138.1,would (often) do,（よく）...したものだ
139,think over ～,（決断する前に）～をよく考える
140,turn into ～,～に変わる ～になる
141,short of ～,～が不足している ～に達していない
142,at times,時々 たまには
143,at all,《否定文で》少しも（...ない）
144,make certain (that... 〔of ～ ; wh-...〕),確実に...であるようにする
145,remind A of B,AにBを思い出させる
146,as such,そういうものとして それ自体
147,take A as B,AをBとみなす〔受け取る〕
148,at hand,（時間・空間的に）すぐ近くに
149,prepare for ～,～に備える ～の準備をする
150,dispense with ～,～なしで済ませる ～を省く
151,keep off ～,～に近寄らない ～を避ける
152,put on ～,～（CDなど）をかけ ～（服など）を身につける ～（体重）を増やす
152.1,What ... for?,何のために...？
152.2,so as to do,...するために
152.3,try ...ing,試しに...してみる
153,be full of ～,～に満ちている
154,calm down (～),静まる ～を静める
155,indulge in ～,～にふける
156,be faced with 〔by〕 ～,～に直面している
157,deal with ～,～を処理する ～に対処する
158,get through ～,～（困難など）を乗り切る ～を切り抜ける
159,be of use,役に立つ 有用な
160,in terms of ～,～の点から ～の立場で
161,end up ～ 〔...ing〕,結局～〔...すること〕になる
162,beyond question,疑いの余地がない
163,take care of ～,～の世話をする
164,in the end,結局は 最後には
165,take it easy,気楽にやる 休養を取る
165.1,had better do,～しない方がいい
165.2,be expected to do,...することになっている〔を期待されている〕
165.3,enable O to do,Ｏが...できるようにする
166,yearn 〔long〕 for ～,～を熱望〔切望〕する
167,at the expense of ～,～を犠牲にして
168,How come ...?,どうして〔なぜ〕...なのか。
169,all the way,ずっと
170,in order,正常な状態で 整然と
171,come into being 〔existence〕,生まれる 出現する
172,in a sense 〔way〕,ある意味で
173,hold on,持続する 電話を切らないでおく
174,lie in ～,～にある ～に存在する
175,come to one's senses 〔oneself〕,正気を取り戻す 意識を取り戻す
176,be sure 〔certain〕 to do,必ず...する
177,look after ～,気を配る ～の世話をする
177.1,never fail to do,必ず...する
177.2,having＋過去分詞,...したので（完了分詞構文）
178,plenty of ～,多くの～ 十分な～
179,in contrast (to 〔with〕 ～),（～とは）対照的に
180,out of breath,息切れして
181,be equipped with ～,～を備えている ～を装備している
182,hold one's breath,息を止める （期待・心配などで）固唾を飲んで見守る
183,take in ～,～を理解する ～を取り入れる
184,think about 〔of〕 ～,～を思いつく ～のことを考える
185,back and forth,行ったり来たり 前後〔左右〕に
186,aside from ～,～は別にして〔除いて〕 ～に加えて
187,be all ears,一心に耳を傾けている
188,as soon as ...,...するやいなや
189,pay attention to ～,～に注意を払う
190,be sensitive to ～,～に敏感である
191,be free from ～,～（嫌なこと）を免れている ～がない
192,confine A to B,AをB内にとどめる AをBに限定する
192.1,it follows that ...,（当然）...ということになる
193,by the way,ところで
194,first of all,第一に まず
194.1,do＋動詞,（強調のdo） 本当に...する
195,strike A as B,AにBという感じ〔印象〕を与える
196,complain (to A) about 〔of〕 B,（Aに）Bについて不平を言う
197,as often as not,たいてい しばしば
198,come to think of it,考えてみると
199,be fed up with ～,～にうんざりしている
200,give A credit for B,BをAの功績とする AのBを正しく評価する
201,apart from ～,～は別として ～の他は
202,tell A from B,AとBを区別する
203,look on 〔upon〕 A as B,AをBであるとみなす
204,up to ～,～まで
205,help oneself to ～,～を自由にとって食べる〔飲む〕
206,break off (～),～をもぎ取る ～（話など）を急にやめる 別れる
207,accuse A of B,AをBしたとして非難する AをBの罪で告発する
207.1,watch＋O＋...ing,Oが...しているのを見る（知覚動詞）
207.2,比較級＋than any other ～,他のどの～よりも...
207.3,that 〔those〕 of ～,～のそれ
207.4,so that S will 〔can；may〕 ...,Sが...するために
208,in some ways,ある意味で
209,at the mercy of ～ 〔＝at one's mercy〕,～のなす〔言う〕がままに
210,admit to ～,～（事実・罪など）を認める
211,come to terms with ～,～と折り合いをつける
212,at issue,論争中の 懸案となっている
213,find one's way ((in)to ～),（～に）やっとたどり着く
214,break up (～),～をばらばらにする 解散する
215,transform A into B,AをBへと変化させる 変形させる
216,turn up,現れる
217,beyond description,言葉で言い表せないほど
218,cling to ～,～にしがみつく ～に固執する
219,take over ～,～を支配する ～を引き継ぐ
220,impose A on B,AをBに課す 押し付ける
221,be guilty of ～,～の罪で有罪である
222,be willing to do,～するのをいとわない
222.1,it is (about) time (that) ....,そろそろ...してもよい頃だ
222.2,by ～,～までには
222.3,have yet to do,まだ...し（てい）ない
222.4,there is nothing for it but to do,...するより仕方がない
223,be familiar with ～,～（物事）をよく知っている
224,as a (general) rule,概して 普通は
225,at odds with ～,～と争って ～と反目して
226,on the whole,概して 大体は
227,carry out ～,～を実行する ～を果たす
228,burn down (～),～を全焼させる 焼け落ちる
229,set off (～),～を点火させる 出発する
230,with 〔in〕 regard to ～,～に関して
231,look out (for～),（～に）気をつける 用心する
232,inform A of 〔about〕 B,AにBを知らせる
233,prior to ～,～より前に ～に先立って
234,quite a few,かなり多くの
235,get rid of ～,～を取り除く
236,allow for ～,～を考慮に入れる ～を可能にする
236.1,as ～ as one can,できるだけ～
237,on the face of it,一見したところでは
238,be composed of ～,～から成り立っている
239,distinguish A from B,AとBを区別する
240,come into view 〔sight〕,見えるようになる 目に入る
241,in honor of ～,～に敬意を表して ～を祝って
242,look for ～,～を探す
243,refer to ～,～に言及する ～を参照する
244,amount to ～,（総計）～に達する ～に等しい
245,in the way 〔in one's way〕,邪魔になって
246,be anxious for ～,～を切望している
247,catch up (with ～),（～に）追いつく
247.1,never ～ without ...ing,～すれば必ず...する
247.2,must have＋過去分詞,...したに違いない
247.3,every time ...,...するたびに
247.4,such (a 〔an〕) 形容詞＋名詞＋that ...,大変～なので... ...するくらい～
248,be associated with ～,～と関係がある
249,as it were,いわば
250,tend to do,...する傾向がある
251,be superior to ～,～より優れている
252,in proportion (to ～),（～に）比例して つり合って
253,on (the 〔an〕) average,平均して 概して
254,in spite of ～,～にもかかわらず
255,be connected with 〔to〕 ～,～とつながっている ～と関係がある
256,for the most part,たいてい 大部分は
257,all in all,概して 全体として
258,as for ～,～に関して ～について（言うと）
259,far from ～,決して～ではない
260,"(on (the) one hand ～,) on the other hand ...",（一方では～）他方では...
260.1,not necessarily,必ずしも...（とは限ら）ない
260.2,it doesn't matter whether ...,...かどうかは問題〔重要」ではない
261,keep in touch with ～,～と連絡を取る ～と接触を保つ
262,all the 比較級 (...),それだけいっそう〔ますます〕（...）
263,"～ one thing, ... another",～と...は別のことである
264,on the move,移動中で せわしなく動き回って
265,at risk,危険にさらされた
266,on one's 〔the〕 way (to ～),（～への）途中で
267,right now 〔away；off〕,現在 今すぐ
268,at random,無作為に 雑然と でたらめに
269,abide by ～,～（規則・約束などを）忠実に守る
270,put down ～,～を下に置く ～を書き留める
271,as a matter of course,当然のことながら
272,be all eyes,一心に見る
273,commit 〔make〕 an error,過ちを犯す 間違える
273.1,fail to do,...できない ...しない
273.2,it goes without saying that ...,...は言うまでもない
273.3,cannot 〔can't〕 help ...ing,...せずにはいられない
273.4,see O ...ing,Ｏが...しているのを見る（知覚動詞）
273.5,regret ...ing,...したことを後悔する
274,be familiar to ～,～になじみがある ～によく知られている
275,dependent on 〔upon〕 ～,～に依存している ～に頼っている
276,be based on 〔upon〕 ～,～に基づいている
277,become aware of ～,～に気づく ～を認識する
278,according to ～,～によると ～に従って
279,in charge of ～,～を担当して ～の責任者で
280,be responsible for ～,～の原因である ～に責任がある
281,be good at ～,～が得意である
282,～ as well,同様に～ ～もまた
283,suffer from ～,～を患う ～で苦しむ
284,(every) now and then 〔again〕,時々
285,be conscious of ～,～を意識している ～に気づいている
285.1,The reason is that ...,その理由は...だからだ
285.2,the same ～ as ...,...と同じ（ような）～
285.3,provided 〔providing〕 (that) ...,もし...なら
285.4,by the time ...,...までには
286,come about,起こる 生じる
287,in the first place,まず 第一に
288,date back to ～,～にさかのぼる
289,pride oneself on ～,～を誇りに思う ～が自慢である
290,make A from B,B(原料）からAを作る
291,fall apart,ばらばらに壊れる 崩壊する
292,deal in ～,～（商品）を扱う
293,break in,侵入する 押し入る
294,in the presence of ～,～の（面）前で ～がいる前で
295,succeed in ～,～に成功する
296,be free of ～,～（有害物）を含まない ～（料金・税金など）が免除されている
297,make for ～,～を生み出す ～に役立つ ～へ向かって行く
298,no longer ...,もはや...ない
299,fill out ～,～に（必要事項などを）記入する 記入する
300,make a reservation,予約する
301,have a good time (...ing),（...して）楽しい時を過ごす
301.1,not A but B,AではなくBである
302,believe in ～,～（の存在・人格）を信じる ～の正当性を信じる
303,lay out ～,～（考えなど）を述べる ～の設計をする
304,object to ～,～に反対する
305,feel free to do,自由に...する 遠慮なく...する
306,live for ～,～のために生きる
307,make good (on ～),(～(目的・約束など）を）果たす ～（損失など）を償う 成功する
308,come to an end,終わる
309,in private,個人的〔私的〕に
310,by chance,たまたま 偶然
311,ask for ～,～（助け・物）を求める ～（人）との（面会・話すこと）を求める
312,come true,実現する
313,all the time,いつも その間ずっと
314,prefer A to B,BよりAを好む
314.1,if ... at all,いやしくも〔仮にも〕...したなら
314.2,none the 比較級 because ...,...にもかかわらず それでもなお
315,in general,一般に
316,be characteristic of ～,～の特徴〔に特有のもの〕である
317,be certain 〔sure〕 of 〔about〕 ～,～を確信している
318,out of place,場違いな 間違った場所の〔に〕
319,in comparison with 〔to〕 ～,～と比較すると
320,something of a ～,ちょっとした～ かなりの～
321,at a loss,途方に暮れて
322,under repair,修理中で
323,in the future,将来（に） 今後
324,scores of ～,多数の～
325,make sense of ～,～を理解する
325.1,insist that ...,...だと言い張る
326,have 〔take〕 a look at ～,～を見る
327,come by ～,立ち寄る （偶然）手に入れる 通りすぎる
328,feel obliged to do,...せざるを得ないと感じる
329,a sheet of ～,1枚の～
330,yield to ～,～に屈服する ～に敗れる
331,on purpose,故意に
332,catch on （to ～),～（意味など）をつかむ 広まる
333,in favor of ～,～に賛成して ～の利益となるように
334,fall back on 〔upon〕 ～,（困ったときに）～に頼る
335,get the better of ～,～に打ち勝つ
336,give in (to ～),（～に）屈する ～に従う
337,make up one's mind (to do),（...する）決心をする
338,on one's own,1人で 独力で
338.1,～ where ...,...する（ところの）～
338.2,even if 〔though〕 ...,たとえ...であっても
338.3,have＋O＋原形,Ｏに...してもらう〔させる〕
338.4,either A or B,AかBのどちらか AまたはB
339,go into effect,（法律などが）発効する 実施される
340,come of age,成人に達する 大人になる
341,be free to do,自由に...する 好きなように...できる
342,for the time being,差し当たり しばらくの間
343,agree with ～,～（人・意見）に賛成する
344,bar A from B,AにBを禁止する AをBから締め出す
345,approve of ～,～をよいと認める ～に賛成する
346,on 〔in〕 one's behalf,～に代わって ～のために
347,at heart,心の底では 根は
348,get involved in 〔with〕 ～,～に巻き込まれる ～に関わる
349,on the part of ～ 〔on one's part〕,～の方〔側〕では
350,give way (to ～),（～に）降参〔屈服〕する （～に）道を譲る
350.1,be to do,...することになっている
350.2,to be frank (with ～),（～に）率直に言って
350.3,there is no ...ing,...することができない
350.4,on ...ing,...するとすぐに
350.5,get O to do,Ｏに...してもらう〔させる〕
351,to say the least (of it),控えめに言っても
352,as a whole,全体として
353,stand out,目立つ 際立つ
354,what is more,そのうえ さらに
355,to say nothing of ～,～は言うまでもない
356,dwell on 〔upon〕 ～,～のことをくよくよ考える 話す
357,speak out,思い切って意見を述べる
358,all at once,突然
359,have ～ in mind,～のことを思って〔意図して〕いる
360,be satisfied with ～,～に満足している
361,at any rate,とにかく いずれにせよ
361.1,it occurs (to 人) that ...,（人に）...が思い浮かぶ
361.2,roughly speaking,大ざっぱに言って
361.3,speaking 〔talking〕 of ～,～と言えば
361.4,not ... in the least,まったく～ない
362,show A around B,AにBを案内して回る
363,take pride in ～,～に誇りを持つ
364,with pleasure,喜んで
365,show up,現れる
366,come out,表明する 現れる 明らかになる
367,read between the lines,行間を読む 言外の意味を読み取る
368,wear out ～,～が尽きる ～を疲れさせる
369,on time,時間通りに
370,on board,（船・飛行機などに）搭乗して
371,leave ～ alone,～を放っておく ～を1人にしておく
372,sit up,寝ないでいる きちんと座る
373,in time (for ～),（～に）間に合って
374,pull up (～),～（車）を止める 車が止まる
374.1,the first time ...,初めて...する時
374.2,should have＋過去分詞,...すべきだったのに ...したはずだ
375,call at ～,～（場所）にちょっと立ち寄る
376,rain cats and dogs,土砂降りに降る
377,send for ～,～を呼びにやる
378,more or less,多少 多かれ少なかれ およそ
379,watch one's step,足元に気を付ける
379.1,（just） in case （...）,...の場合に備えて （通例文末で）万一のために
380,by far,ずばぬけて ずっと
381,look up to ～,～を尊敬する
382,speak well of ～,～のことをよく言う ～をほめる
383,make A (out) of B,BでAを作る
384,hear from ～,～から便り〔連絡・電話〕がある
385,give ～ a call 〔a ring〕,～に電話をかける
386,let down ～,～の期待を裏切る ～をがっかりさせる
387,get married (to ～),（～と）結婚する
388,adhere to ～,（規則・主義など）を忠実に守る ～を固守する
389,keep to ～,～から外れない ～を守る
390,one of these days,そのうち 近いうちに
391,owe A to B,AはBのおかげである AをBに借りている
392,come home to ～,痛切に感じられる ～に理解される
392.1,～ (名詞)＋that ...,...という～（同格のthat）
392.2,it is no use 〔good〕 ...ing,...しても無駄だ
392.3,grow up to do,成長して...になる
392.4,ought to have＋過去分詞,...すべきだったのに ...したはずだ
393,without fail,必ず 間違いなく
394,with ease,容易に 楽々と
395,attribute A to B,AがBに起因すると考える AをBのせいにする
396,be equivalent to ～,～に相当する ～に等しい
397,call for ～,～を呼び求める ～を必要とする
398,the number of ～ （複数形）,～の数
399,at a time,1度に 同時に
400,at (the) most,せいぜい 多くて
401,be worthy of ～,～に値する
402,be essential to ～,～にとって不可欠である
403,write down ～,～を書き留める ～をメモする
404,go over ～,～を見直す ～を繰り返す ～を調べる
404.1,the moment 〔instant； minute; second〕 ...,...するとすぐに ...した瞬間に
404.2,What is S like?,Sはどのようなものか。
405,go for a drive,ドライブに出掛ける
406,spend ～ (in) ...ing,～（時）を...して過ごす
407,give out （～）,（体力・忍耐・貯えなどが）尽きる ～を配布する
408,run out of ～,～を切らす ～がなくなる
409,take the place of ～,～に取って代わる
410,by degrees,次第に 徐々に
411,attend to ～,～の世話をする （～の言うことを注意して聞く）
412,have ～ on one's mind,～のことを気にかける ～を心配している
413,in need (of ～),（～を）必要として
414,care for ～,～の世話をする
415,break into ～,急に～し始める ～に押し入る
416,take 〔have〕 pity on ～,～をかわいそうに思って手を貸す ～に情けをかける
417,be anxious about ～,～を心配〔憂慮〕している
418,do without ～,～なしですます
418.1,A is not ～ any more than B is ...,Bが...でないのと同様にAは～ない
418.2,nothing is as 〔so〕 ～ as A,Aほど～なものはない
418.3,What do you say to ...ing?,...するのはどうか。
419,a great 〔good〕 deal (of ～),かなりたくさん（の～）
420,result from ～,～から（結果として）生じる
421,be filled with ～,～でいっぱいである
422,be devoid of ～,～がない ～を欠いている
423,do ～ harm 〔damage〕 ／do harm 〔damage〕 to ～,～に害を与える
424,turn on ～,～（火・明かり・スイッチなど）をつける
425,as a result 〔consequence〕 (of ～),（～の）結果として
426,deprive A of B,AからBを奪う
427,rely on 〔upon〕 ～ (for ...),（...について）～に頼る
428,go astray,道に迷う （ものが）なくなる
429,comply with ～,～（規則・命令など）に従う 応じる
430,turn off ～,～（火・明かりなど）を消す
431,out of sight,見えないところに〔の〕
431.1,cause O to do,Ｏに...させる
432,come to light,明らかになる 明るみに出る
433,as many 〔much〕 as ～,～ほど多数〔多量〕の
434,be worried about ～,～を心配する ～を気にする
435,take notice of ～,～に注意を払う ～を気に留める
436,a lot of ～,多数の～ 多量の～
437,depend on 〔upon〕 ～,～次第である ～を頼りにする
438,to be sure,確かに なるほど
439,owing to ～,～が原因で ～のために
440,interfere with ～,～を妨げる ～の邪魔をする
441,in addition (to ～),（～に）加えて さらに
442,die out,絶滅〔死滅・消滅〕する
443,take account of ～,～を考慮に入れる
444,work on ～,～に取り組む ～に影響を与える
444.1,as 〔so〕 far as ...,...まで ...する限りでは
444.2,it won't be long before ...,すぐに...だろう
445,under control,制御下に 管理下に
446,be derived from ～,～に由来する
447,on account of ～,～のために
448,make sure （that ...〔of ～ ; wh- ...〕）,～〔...であることを；...かを〕確認する
449,play a part 〔role〕 in ～,～において役割を果たす
450,keep up with ～,～に（遅れないで）ついていく
451,engage in ～,～に従事する ～に関与する
452,give off ～,～（におい・熱・光など）を発する
453,prevent ～ from ...ing,～が...するのを妨げる〔防ぐ〕 （主語のために）～は...できない
454,stay up,寝ないでいる 夜更かしをする
455,at least,少なくとも
455.1,as ～ as possible,できるだけ～
455.2,make it a rule to do,...することにしている
455.3,take it for granted that ...,...は当然だと思う
456,have difficulty 〔trouble〕 (in) ...ing,...するのに苦労する
457,find fault with ～,～のあらを探す
458,give up ～,～をあきらめる ～をやめる
459,regardless of ～,～に関係なく ～に構わず
460,get over ～,～を克服する
461,look at ～,～を見る
462,be inferior to ～,～より劣る
463,on the contrary,それどころか
464,give rise to ～,～を引き起こす
465,make an effort 〔efforts〕 (to do),（...しようと）努力する
466,make a point of ...ing,必ず...することにしている
467,each time ...,...するたびに
468,for nothing,無駄に ただで
468.1,feel like ...ing,...したい気がする
468.2,when it comes to ～,～のことになると
468.3,no matter what (may) ...,たとえ何が〔を〕...しようと
469,be at home with 〔in；on〕 ～,～に精通している ～をよく知っている
470,hit on 〔upon〕 ～,～を思いつく
471,in a row,一列に 連続して
472,quite a little ～,かなり多量の～ かなりの～
473,in secret,ひそかに 内緒で
474,set up ～,～を設置する ～を設立する
475,break one's promise 〔word〕,約束を破る
476,drop out of ～,～から手を引く ～から脱落する
477,go blind,失明する
478,regard A as B,AをBとみなす
479,nothing short of ～,～にほかならない
479.1,it takes 時間 for 人 to do,～（人）が...するのに～（時間）かかる
479.2,"～, where ...",～そしてそこで...（関係副詞の非制限用法）
479.3,as ～ as any,何〔誰〕にも劣らず～
479.4,in the sense that ...,...するという点で
479.5,go so far as to do,...しさえする
480,set out (to do),...し始める 出発する
481,in oneself,それ自体〔自身〕
482,at the sight of ～,～を見て
483,nothing but ～,～にすぎない ～だけ
484,get angry,怒る 腹を立てる
485,keep ～ to oneself,～を秘密にしておく
486,on (the) condition (that) ...,...という条件で
487,make believe （...）,（...の）ふりをする （...を）装う
488,set in,（悪天候。感染などが）始まる 長引く
489,in turn,結果として 順番に 交替で
489.1,not so much A as B,AというよりむしろB
489.2,as though 〔if〕 ...,まるで...かのように
489.3,be on the verge 〔point〕 of ...ing,今にも...しそうである
489.4,may as well do,...する方がよい
490,look forward to ～,～を楽しみにする ～を期待する
491,play a trick 〔joke〕 on ～,～をからかう
492,keep ...ing,...し続ける
493,go bad,腐る
494,clear up ～,～（疑問・誤解など）を解く 晴れる
495,be ignorant of ～,～を知らない
496,speak of A as B,AのことをBと言う
497,as to ～,～に関して ～について（言うと）
498,make fun of ～,～をからかう
499,in connection with ～,～に関連して
500,be tired of ～,～にうんざりしている
501,put up with ～,～に耐える ～を我慢する
502,pull one's leg,（冗談で）～をからかう
503,think little 〔nothing； poorly〕 of ～,～を何とも思わない ～を軽んじる
504,lose one's temper,腹を立てる カッとなる
504.1,be said to have＋過去分詞,...だったと言われている
505,be known for ～,～で知られている
506,in all,全部で 合計で
507,for 〔with〕 all ～,～にもかかわらず
508,nothing less than ～,～にほかならない
509,anything but ～,まったく〔決して〕～ではない
510,on top of ～,～に加えて
511,be peculiar to ～,～に固有である ～に特有のものである
512,break down (～),～（食物）を消化する 故障する 崩壊する
513,see little〔much；nothing〕 of ～,～にあまり会わない〔よく会う；まったく会わない〕
514,on end,続けて 立て続けに
515,be addicted to ～,～（薬など）に依存している ～の中毒で
516,cut back 〔down〕 (on) ～,～を減らす ～を切り詰める
517,of one's own ...ing,～自身で...した
517.1,if S should ...,万一...なら〔でも〕
518,be native to ～,（動植物が）～の原産である ～になじみがある
519,be known to ～,～に知られている
520,by mistake,間違って 誤って
521,be indispensable to 〔for〕 ～,～にとって不可欠である
522,avail oneself of ～,～（機会など）を利用する
523,at first,最初は
524,push one's way,押しのけて進む
525,in search of ～,～を探して ～を求めて
526,be indifferent toward 〔to〕 ～,～に無関心である
527,do away with ～,～を捨てる 始末する ～を廃止する
528,in vain,無駄に 効果なく
529,by way of ～,～を通って ～経由で
